INDICATOR,UNIT,UNIT_NUM,STUB_NAME,STUB_NAME_NUM,STUB_LABEL,STUB_LABEL_NUM,YEAR,YEAR_NUM,AGE,AGE_NUM,ESTIMATE,FLAG
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65 years and over,3.15,2018,42,65 years and over,5,32.5,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65-74 years,3.151,1950,1,65-74 years,5.1,50.5,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65-74 years,3.151,1960,2,65-74 years,5.1,39.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65-74 years,3.151,1970,3,65-74 years,5.1,36.0,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65-74 years,3.151,1980,4,65-74 years,5.1,30.4,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65-74 years,3.151,1981,5,65-74 years,5.1,28.4,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65-74 years,3.151,1982,6,65-74 years,5.1,31.2,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65-74 years,3.151,1983,7,65-74 years,5.1,31.5,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65-74 years,3.151,1984,8,65-74 years,5.1,33.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65-74 years,3.151,1985,9,65-74 years,5.1,33.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65-74 years,3.151,1986,10,65-74 years,5.1,36.3,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65-74 years,3.151,1987,11,65-74 years,5.1,35.8,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65-74 years,3.151,1988,12,65-74 years,5.1,34.0,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65-74 years,3.151,1989,13,65-74 years,5.1,34.2,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65-74 years,3.151,1990,14,65-74 years,5.1,32.2,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65-74 years,3.151,1991,15,65-74 years,5.1,30.7,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65-74 years,3.151,1992,16,65-74 years,5.1,29.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65-74 years,3.151,1993,17,65-74 years,5.1,29.3,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65-74 years,3.151,1994,18,65-74 years,5.1,27.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65-74 years,3.151,1995,19,65-74 years,5.1,28.5,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65-74 years,3.151,1996,20,65-74 years,5.1,27.5,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65-74 years,3.151,1997,21,65-74 years,5.1,26.1,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65-74 years,3.151,1998,22,65-74 years,5.1,25.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65-74 years,3.151,1999,23,65-74 years,5.1,24.7,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65-74 years,3.151,2000,24,65-74 years,5.1,22.7,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65-74 years,3.151,2001,25,65-74 years,5.1,24.5,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65-74 years,3.151,2002,26,65-74 years,5.1,24.5,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65-74 years,3.151,2003,27,65-74 years,5.1,23.1,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65-74 years,3.151,2004,28,65-74 years,5.1,22.2,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65-74 years,3.151,2005,29,65-74 years,5.1,22.3,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65-74 years,3.151,2006,30,65-74 years,5.1,22.2,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65-74 years,3.151,2007,31,65-74 years,5.1,22.0,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65-74 years,3.151,2008,32,65-74 years,5.1,24.3,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65-74 years,3.151,2009,33,65-74 years,5.1,24.3,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65-74 years,3.151,2010,34,65-74 years,5.1,23.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65-74 years,3.151,2011,35,65-74 years,5.1,24.4,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65-74 years,3.151,2012,36,65-74 years,5.1,24.1,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65-74 years,3.151,2013,37,65-74 years,5.1,26.0,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65-74 years,3.151,2014,38,65-74 years,5.1,26.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65-74 years,3.151,2015,39,65-74 years,5.1,26.2,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65-74 years,3.151,2016,40,65-74 years,5.1,25.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65-74 years,3.151,2017,41,65-74 years,5.1,26.2,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 65-74 years,3.151,2018,42,65-74 years,5.1,27.8,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 75-84 years,3.152,1950,1,75-84 years,5.2,58.3,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 75-84 years,3.152,1960,2,75-84 years,5.2,52.5,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 75-84 years,3.152,1970,3,75-84 years,5.2,42.8,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 75-84 years,3.152,1980,4,75-84 years,5.2,42.3,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 75-84 years,3.152,1981,5,75-84 years,5.2,41.4,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 75-84 years,3.152,1982,6,75-84 years,5.2,45.3,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 75-84 years,3.152,1983,7,75-84 years,5.2,49.2,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 75-84 years,3.152,1984,8,75-84 years,5.2,48.5,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 75-84 years,3.152,1985,9,75-84 years,5.2,53.1,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 75-84 years,3.152,1986,10,75-84 years,5.2,54.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 75-84 years,3.152,1987,11,75-84 years,5.2,57.2,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 75-84 years,3.152,1988,12,75-84 years,5.2,57.3,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 75-84 years,3.152,1989,13,75-84 years,5.2,51.5,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 75-84 years,3.152,1990,14,75-84 years,5.2,56.1,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 75-84 years,3.152,1991,15,75-84 years,5.2,53.0,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 75-84 years,3.152,1992,16,75-84 years,5.2,50.1,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 75-84 years,3.152,1993,17,75-84 years,5.2,49.0,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 75-84 years,3.152,1994,18,75-84 years,5.2,47.1,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 75-84 years,3.152,1995,19,75-84 years,5.2,44.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 75-84 years,3.152,1996,20,75-84 years,5.2,43.5,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 75-84 years,3.152,1997,21,75-84 years,5.2,41.1,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 75-84 years,3.152,1998,22,75-84 years,5.2,42.5,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 75-84 years,3.152,1999,23,75-84 years,5.2,38.8,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 75-84 years,3.152,2000,24,75-84 years,5.2,38.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 75-84 years,3.152,2001,25,75-84 years,5.2,37.7,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 75-84 years,3.152,2002,26,75-84 years,5.2,38.0,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 75-84 years,3.152,2003,27,75-84 years,5.2,34.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 75-84 years,3.152,2004,28,75-84 years,5.2,34.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 75-84 years,3.152,2005,29,75-84 years,5.2,35.5,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 75-84 years,3.152,2006,30,75-84 years,5.2,32.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 75-84 years,3.152,2007,31,75-84 years,5.2,33.8,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 75-84 years,3.152,2008,32,75-84 years,5.2,33.5,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 75-84 years,3.152,2009,33,75-84 years,5.2,32.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 75-84 years,3.152,2010,34,75-84 years,5.2,32.3,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 75-84 years,3.152,2011,35,75-84 years,5.2,33.8,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 75-84 years,3.152,2012,36,75-84 years,5.2,34.2,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 75-84 years,3.152,2013,37,75-84 years,5.2,34.7,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 75-84 years,3.152,2014,38,75-84 years,5.2,34.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 75-84 years,3.152,2015,39,75-84 years,5.2,35.2,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 75-84 years,3.152,2016,40,75-84 years,5.2,36.0,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 75-84 years,3.152,2017,41,75-84 years,5.2,35.8,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 75-84 years,3.152,2018,42,75-84 years,5.2,37.4,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,1950,1,85 years and over,6,58.3,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,1960,2,85 years and over,6,57.4,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,1970,3,85 years and over,6,42.4,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,1980,4,85 years and over,6,50.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,1981,5,85 years and over,6,50.5,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,1982,6,85 years and over,6,50.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,1983,7,85 years and over,6,54.2,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,1984,8,85 years and over,6,52.2,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,1985,9,85 years and over,6,56.2,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,1986,10,85 years and over,6,62.1,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,1987,11,85 years and over,6,67.5,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,1988,12,85 years and over,6,61.5,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,1989,13,85 years and over,6,68.2,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,1990,14,85 years and over,6,65.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,1991,15,85 years and over,6,69.5,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,1992,16,85 years and over,6,62.4,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,1993,17,85 years and over,6,67.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,1994,18,85 years and over,6,66.2,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,1995,19,85 years and over,6,62.7,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,1996,20,85 years and over,6,60.5,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,1997,21,85 years and over,6,61.0,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,1998,22,85 years and over,6,59.8,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,1999,23,85 years and over,6,57.1,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,2000,24,85 years and over,6,57.5,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,2001,25,85 years and over,6,52.7,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,2002,26,85 years and over,6,54.5,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,2003,27,85 years and over,6,51.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,2004,28,85 years and over,6,49.2,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,2005,29,85 years and over,6,49.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,2006,30,85 years and over,6,48.0,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,2007,31,85 years and over,6,46.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,2008,32,85 years and over,6,43.0,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,2009,33,85 years and over,6,44.0,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,2010,34,85 years and over,6,47.3,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,2011,35,85 years and over,6,44.1,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,2012,36,85 years and over,6,46.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,2013,37,85 years and over,6,48.5,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,2014,38,85 years and over,6,49.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,2015,39,85 years and over,6,48.2,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,2016,40,85 years and over,6,48.0,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,2017,41,85 years and over,6,50.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Male: 85 years and over,3.153,2018,42,85 years and over,6,47.2,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,1950,1,10-14 years,1,,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,1960,2,10-14 years,1,,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,1970,3,10-14 years,1,0.3,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,1980,4,10-14 years,1,0.3,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,1981,5,10-14 years,1,0.5,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,1982,6,10-14 years,1,0.4,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,1983,7,10-14 years,1,0.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,1984,8,10-14 years,1,0.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,1985,9,10-14 years,1,0.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,1986,10,10-14 years,1,0.7,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,1987,11,10-14 years,1,0.7,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,1988,12,10-14 years,1,0.8,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,1989,13,10-14 years,1,0.7,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,1990,14,10-14 years,1,0.8,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,1991,15,10-14 years,1,0.7,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,1992,16,10-14 years,1,0.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,1993,17,10-14 years,1,0.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,1994,18,10-14 years,1,0.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,1995,19,10-14 years,1,0.8,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,1996,20,10-14 years,1,0.8,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,1997,21,10-14 years,1,0.8,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,1998,22,10-14 years,1,0.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,1999,23,10-14 years,1,0.5,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,2000,24,10-14 years,1,0.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,2001,25,10-14 years,1,0.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,2002,26,10-14 years,1,0.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,2003,27,10-14 years,1,0.5,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,2004,28,10-14 years,1,0.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,2005,29,10-14 years,1,0.7,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,2006,30,10-14 years,1,0.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,2007,31,10-14 years,1,0.5,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,2008,32,10-14 years,1,0.7,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,2009,33,10-14 years,1,0.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,2010,34,10-14 years,1,0.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,2011,35,10-14 years,1,0.8,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,2012,36,10-14 years,1,0.8,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,2013,37,10-14 years,1,1.4,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,2014,38,10-14 years,1,1.5,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,2015,39,10-14 years,1,1.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,2016,40,10-14 years,1,1.7,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,2017,41,10-14 years,1,1.7,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 10-14 years,3.21,2018,42,10-14 years,1,2.0,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,1950,1,15-24 years,2,2.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,1960,2,15-24 years,2,2.2,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,1970,3,15-24 years,2,4.2,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,1980,4,15-24 years,2,4.3,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,1981,5,15-24 years,2,4.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,1982,6,15-24 years,2,4.2,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,1983,7,15-24 years,2,4.3,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,1984,8,15-24 years,2,4.4,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,1985,9,15-24 years,2,4.3,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,1986,10,15-24 years,2,4.3,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,1987,11,15-24 years,2,4.3,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,1988,12,15-24 years,2,4.2,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,1989,13,15-24 years,2,4.2,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,1990,14,15-24 years,2,3.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,1991,15,15-24 years,2,3.8,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,1992,16,15-24 years,2,3.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,1993,17,15-24 years,2,4.1,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,1994,18,15-24 years,2,3.7,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,1995,19,15-24 years,2,3.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,1996,20,15-24 years,2,3.5,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,1997,21,15-24 years,2,3.4,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,1998,22,15-24 years,2,3.3,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,1999,23,15-24 years,2,3.0,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,2000,24,15-24 years,2,3.0,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,2001,25,15-24 years,2,2.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,2002,26,15-24 years,2,2.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,2003,27,15-24 years,2,3.0,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,2004,28,15-24 years,2,3.5,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,2005,29,15-24 years,2,3.5,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex and age,3,Female: 15-24 years,3.22,2006,30,15-24 years,2,3.2,
